RT_ID,SN_B,STOP_CD_B,SN_E,STOP_CD_E,DIST,LMT_SPD
VP8PJP2-R2,24,INDPA1A,25.0,PAGMN1A,16882.0,50.0
VP8PJP2-R2,25,PAGMN1A,26.0,MANMN1A,17163.0,50.0
VP8PJP2-R2,26,MANMN1A,27.0,LNOMN1A,17548.0,50.0
VP8PJP2-R2,27,LNOMN1A,28.0,NOGMN1A,17798.0,50.0
VP8PJP2-R2,28,NOGMN1A,29.0,STMMN1A,18238.0,50.0
VP8PJP2-R2,29,STMMN1A,30.0,PREAL1A,18391.0,50.0
VP8PJP2-R2,30,PREAL1A,31.0,MONPE1A,19313.0,50.0
VP8PJP2-R2,31,MONPE1A,32.0,ESTAPEA,19430.0,40.0
VP8SAL-PT1,1,PPAPC2A,2.0,PPAPC1A,914.0,40.0
VP8SAL-PT1,2,PPAPC1A,3.0,PACPC1A,1671.0,40.0
VP8SAL-PT1,3,PACPC1A,4.0,INTPA4A,1787.0,40.0
VP8SAL-PT1,4,INTPA4A,5.0,COLPC1A,2141.0,40.0
VP8SAL-PT1,5,COLPC1A,6.0,CRUPA1A,3256.0,60.0
VP8SAL-PT1,6,CRUPA1A,7.0,ATAPA1A,3641.0,60.0
VP8SAL-PT1,7,ATAPA1A,8.0,TATPA1A,4255.0,60.0
VP8SAL-PT1,8,TATPA1A,9.0,SJUPA1A,5032.0,60.0
VP8SAL-PT1,9,SJUPA1A,10.0,NVAES1A,6960.0,60.0
VP8SAL-PT1,10,NVAES1A,11.0,FELPA1A,7552.0,60.0
VP8SAL-PT1,11,FELPA1A,12.0,MOLPA1A,8037.0,60.0
VP8SAL-PT1,12,MOLPA1A,13.0,PANPA4A,8977.0,60.0
VP8SAL-PT1,13,PANPA4A,14.0,NTOPA1A,10073.0,60.0
VP8SAL-PT1,14,NTOPA1A,15.0,PARED1A,11153.0,60.0
VP8SAL-PT1,15,PARED1A,16.0,CZIPA1A,11492.0,60.0
VP8SAL-PT1,16,CZIPA1A,17.0,CCATO4A,11690.0,60.0
VP8SAL-PT1,17,CCATO4A,18.0,ESTADAA,12199.0,60.0
VP8SAL-PT1,18,ESTADAA,19.0,ENCPA1A,13192.0,60.0
VP8SAL-PT1,19,ENCPA1A,20.0,FONPA1A,13899.0,60.0
VP8SAL-PT1,20,FONPA1A,21.0,PESPA1A,14335.0,60.0
VP8SAL-PT1,21,PESPA1A,22.0,H24PA1A,14738.0,60.0
VP8SAL-PT1,22,H24PA1A,23.0,LOMPA1A,15273.0,60.0
VP8SAL-PT1,23,LOMPA1A,24.0,INDPA1A,15921.0,60.0
VP8SAL-PT1,24,INDPA1A,25.0,PMAPA4A,16310.0,60.0
VP8SAL-PT1,25,PMAPA4A,26.0,MANPA1A,16599.0,60.0
VP8SAL-PT1,26,MANPA1A,27.0,AMEPA1A,17408.0,80.0
VP8SAL-PT1,27,AMEPA1A,28.0,GLOCS4A,17745.0,60.0
VP8SAL-PT1,28,GLOCS4A,29.0,GLACS1A,23080.0,80.0
VP8SAL-PT1,29,GLACS1A,30.0,LLBCS1A,27050.0,80.0
VP8SAL-PT1,30,LLBCS1A,31.0,CESCO1A,30262.0,80.0
VP8SAL-PT1,31,CESCO1A,32.0,GATCS1A,34024.0,80.0
VP8SAL-PT1,32,GATCS1A,33.0,GMAVI4A,36524.0,60.0
VP8SAL-PT1,33,GMAVI4A,34.0,PAICT1A,36756.0,60.0
VP8SAL-PT1,34,PAICT1A,35.0,AQGCT3A,37359.0,40.0
VP8SAL-PT1,35,AQGCT3A,36.0,URRACCA,38040.0,60.0
VP8SAL-PT1,36,URRACCA,37.0,C39CT3A,38561.0,60.0
VP8SAL-PT1,37,C39CT3A,38.0,HNICT3A,38908.0,60.0
VP8SAL-PT1,38,HNICT3A,39.0,BOULECA,39427.0,60.0
VP8SAL-PT1,39,BOULECA,40.0,MOGCE4A,40414.0,60.0
VP8SAL-PT1,40,MOGCE4A,41.0,ABACE1A,41156.0,60.0
VP8SAL-PT1,41,ABACE1A,42.0,PNACE1A,41721.0,40.0
VP8SAL-PT1,42,PNACE1A,43.0,ALBROCA,44239.0,40.0
VP8SBV-NA2,1,PPAPC2A,2.0,PPAPC1A,914.0,40.0
VP8SBV-NA2,2,PPAPC1A,3.0,PACPC1A,1671.0,40.0
VP8SBV-NA2,3,PACPC1A,4.0,INTPA4A,1787.0,40.0
VP8SBV-NA2,4,INTPA4A,5.0,COLPC1A,2141.0,40.0
VP8SBV-NA2,5,COLPC1A,6.0,CRUPA1A,3256.0,60.0
VP8SBV-NA2,6,CRUPA1A,7.0,ATAPA1A,3641.0,60.0
VP8SBV-NA2,7,ATAPA1A,8.0,TATPA1A,4255.0,60.0
VP8SBV-NA2,8,TATPA1A,9.0,SJUPA1A,5032.0,60.0
VP8SBV-NA2,9,SJUPA1A,10.0,NVAES1A,6960.0,60.0
VP8SBV-NA2,10,NVAES1A,11.0,FELPA1A,7552.0,60.0
VP8SBV-NA2,11,FELPA1A,12.0,MOLPA1A,8037.0,60.0
VP8SBV-NA2,12,MOLPA1A,13.0,PANPA4A,8977.0,60.0
VP8SBV-NA2,13,PANPA4A,14.0,NTOPA1A,10073.0,60.0
VP8SBV-NA2,14,NTOPA1A,15.0,PARED1A,11153.0,60.0
VP8SBV-NA2,15,PARED1A,16.0,CZIPA1A,11492.0,60.0
VP8SBV-NA2,16,CZIPA1A,17.0,CCATO4A,11690.0,60.0
VP8SBV-NA2,17,CCATO4A,18.0,ESTADAA,12199.0,60.0
VP8SBV-NA2,18,ESTADAA,19.0,ENCPA1A,13192.0,60.0
VP8SBV-NA2,19,ENCPA1A,20.0,FONPA1A,13899.0,60.0
VP8SBV-NA2,20,FONPA1A,21.0,PESPA1A,14335.0,60.0
VP8SBV-NA2,21,PESPA1A,22.0,H24PA1A,14738.0,60.0
VP8SBV-NA2,22,H24PA1A,23.0,LOMPA1A,15273.0,60.0
VP8SBV-NA2,23,LOMPA1A,24.0,INDPA1A,15921.0,60.0
VP8SBV-NA2,24,INDPA1A,25.0,PMAPA4A,16310.0,60.0
VP8SBV-NA2,25,PMAPA4A,26.0,MANPA1A,16599.0,60.0
VP8SBV-NA2,26,MANPA1A,27.0,AMEPA1A,17408.0,80.0
VP8SBV-NA2,27,AMEPA1A,28.0,GLOCS4A,17745.0,60.0
VP8SBV-NA2,28,GLOCS4A,29.0,GLACS1A,23080.0,80.0
VP8SBV-NA2,29,GLACS1A,30.0,LLBCS1A,27050.0,80.0
VP8SBV-NA2,30,LLBCS1A,31.0,GCVCS1A,30162.0,80.0
VP8SBV-NA2,31,GCVCS1A,32.0,BVVCS1A,32122.0,40.0
VP8SCE-NA2,1,PPAPC2A,2.0,PPAPC1A,914.0,40.0
VP8SCE-NA2,2,PPAPC1A,3.0,PACPC1A,1671.0,40.0
VP8SCE-NA2,3,PACPC1A,4.0,INTPA4A,1787.0,40.0
VP8SCE-NA2,4,INTPA4A,5.0,COLPC1A,2141.0,40.0
VP8SCE-NA2,5,COLPC1A,6.0,CRUPA1A,3256.0,60.0
VP8SCE-NA2,6,CRUPA1A,7.0,ATAPA1A,3641.0,60.0
VP8SCE-NA2,7,ATAPA1A,8.0,TATPA1A,4255.0,60.0
VP8SCE-NA2,8,TATPA1A,9.0,SJUPA1A,5032.0,60.0
VP8SCE-NA2,9,SJUPA1A,10.0,NVAES1A,6960.0,60.0
VP8SCE-NA2,10,NVAES1A,11.0,FELPA1A,7552.0,60.0
VP8SCE-NA2,11,FELPA1A,12.0,MOLPA1A,8037.0,60.0
VP8SCE-NA2,12,MOLPA1A,13.0,PANPA4A,8977.0,60.0
VP8SCE-NA2,13,PANPA4A,14.0,NTOPA1A,10073.0,60.0
VP8SCE-NA2,14,NTOPA1A,15.0,PARED1A,11153.0,60.0
VP8SCE-NA2,15,PARED1A,16.0,CZIPA1A,11492.0,60.0
VP8SCE-NA2,16,CZIPA1A,17.0,CCATO4A,11690.0,60.0
VP8SCE-NA2,17,CCATO4A,18.0,ESTADAA,12199.0,60.0
VP8SCE-NA2,18,ESTADAA,19.0,ENCPA1A,13192.0,60.0
VP8SCE-NA2,19,ENCPA1A,20.0,FONPA1A,13899.0,60.0
VP8SCE-NA2,20,FONPA1A,21.0,PESPA1A,14335.0,60.0
VP8SCE-NA2,21,PESPA1A,22.0,H24PA1A,14738.0,60.0
VP8SCE-NA2,22,H24PA1A,23.0,LOMPA1A,15273.0,60.0
VP8SCE-NA2,23,LOMPA1A,24.0,INDPA1A,15921.0,60.0
VP8SCE-NA2,24,INDPA1A,25.0,PMAPA4A,16310.0,60.0
VP8SCE-NA2,25,PMAPA4A,26.0,MANPA1A,16599.0,60.0
VP8SCE-NA2,26,MANPA1A,27.0,AMEPA1A,17408.0,80.0
VP8SCE-NA2,27,AMEPA1A,28.0,GLOCS4A,17745.0,60.0
VP8SCE-NA2,28,GLOCS4A,29.0,GLACS1A,23080.0,80.0
VP8SCE-NA2,29,GLACS1A,30.0,LLBCS1A,27050.0,80.0
VP8SCE-NA2,30,LLBCS1A,31.0,GCVCS1A,30162.0,80.0
VP8SCE-NA2,31,GCVCS1A,32.0,BVVCS2A,31603.0,40.0
VP8SEM-PT1,1,PPAPC2A,2.0,PPAPC1A,914.0,40.0
VP8SEM-PT1,2,PPAPC1A,3.0,PACPC1A,1671.0,40.0
VP8SEM-PT1,3,PACPC1A,4.0,INTPA4A,1787.0,40.0
VP8SEM-PT1,4,INTPA4A,5.0,COLPC1A,2141.0,40.0
VP8SEM-PT1,5,COLPC1A,6.0,CRUPA1A,3256.0,60.0
VP8SEM-PT1,6,CRUPA1A,7.0,ATAPA1A,3641.0,60.0
VP8SEM-PT1,7,ATAPA1A,8.0,TATPA1A,4255.0,60.0
VP8SEM-PT1,8,TATPA1A,9.0,SJUPA1A,5032.0,60.0
VP8SEM-PT1,9,SJUPA1A,10.0,NVAES1A,6960.0,60.0
VP8SEM-PT1,10,NVAES1A,11.0,FELPA1A,7552.0,60.0
VP8SEM-PT1,11,FELPA1A,12.0,MOLPA1A,8037.0,60.0
VP8SEM-PT1,12,MOLPA1A,13.0,PANPA4A,8977.0,60.0
VP8SEM-PT1,13,PANPA4A,14.0,NTOPA1A,10073.0,60.0
VP8SEM-PT1,14,NTOPA1A,15.0,PARED1A,11153.0,60.0
VP8SEM-PT1,15,PARED1A,16.0,CZIPA1A,11492.0,60.0
VP8SEM-PT1,16,CZIPA1A,17.0,CCATO4A,11690.0,60.0
VP8SEM-PT1,17,CCATO4A,18.0,ESTADAA,12199.0,60.0
VP8SEM-PT1,18,ESTADAA,19.0,ENCPA1A,13192.0,60.0
VP8SEM-PT1,19,ENCPA1A,20.0,FONPA1A,13899.0,60.0
VP8SEM-PT1,20,FONPA1A,21.0,PESPA1A,14335.0,60.0
VP8SEM-PT1,21,PESPA1A,22.0,H24PA1A,14738.0,60.0
VP8SEM-PT1,22,H24PA1A,23.0,LOMPA1A,15273.0,60.0
VP8SEM-PT1,23,LOMPA1A,24.0,INDPA1A,15921.0,60.0
VP8SEM-PT1,24,INDPA1A,25.0,PMAPA4A,16310.0,60.0
